,,,,,                           สินค้าในระบบ,,,,เปิดบิลแล้วยังไม่ส่ง,,,,ตรวจนับจริง,,,,,,รวมตรวจนับ,," 974,085.94 ",,,,,
FG0201404,MP-06W-ชุดซ้อม (100x20),สินค้าซื้อมาขายไป, 540.00 , 26.00 , -   , -   , -   , 26.00 , 1.00 , 27.00 , 15.00 , -   , -   , -   , -   , -   , -   , -   , 15.00 ,-12.00 ,"-6,480.00 ",," 8,100.00 "," 14,580.00 ","-6,480.00 ",
FG0201405,SP-07W-ช้อนคาว (100x25),สินค้าซื้อมาขายไป, 350.00 , 1.00 , -   , -   , -   , 1.00 , -   , 1.00 , 1.00 , -   , -   , -   , -   , -   , -   , -   , 1.00 , -   , -   ,, 350.00 , 350.00 , -   ,
FG0201406,MP-08W-มีด (100x20),สินค้าซื้อมาขายไป, 600.00 , 43.00 , -   , -   , -   , 43.00 , -   , 43.00 , 43.00 , -   , -   , -   , -   , -   , -   , -   , 43.00 , -   , -   ,," 25,800.00 "," 25,800.00 ", -   ,
FG0201407,MP-09W-ชุดส้อมมีด (50x20),สินค้าซื้อมาขายไป, 520.00 , 3.00 , -   , -   , -   , 3.00 , -   , 3.00 , 1.00 , -   , -   , -   , -   , -   , -   , -   , 1.00 ,-2.00 ,"-1,040.00 ",, 520.00 ," 1,560.00 ","-1,040.00 ",
FG0202105,C850-3-กล่องเบนโตะ+ฝาซีล-ใส 900 ml(25x12),สินค้าซื้อมาขายไป," 1,106.13 ", 33.00 , -   , -   , -   , 33.00 , -   , 33.00 , -   , 34.00 , -   , -   , -   , -   , -   , -   , 34.00 , 1.00 ," 1,106.13 ",," 37,608.42 "," 36,502.29 "," 1,106.13 ",
FG0202201,TB750-2-กล่องเบนโตะ+ฝาOPS-ดำ 880 ml(25x20),สินค้าซื้อมาขายไป," 1,100.00 ", 22.00 , -   , -   , -   , 22.00 , 15.00 , 37.00 , -   , -   , -   , -   , 50.00 , -   , -   , -   , 50.00 , 13.00 ," 14,300.00 ",," 55,000.00 "," 40,700.00 "," 14,300.00 ",
FG0202202,TB900-3-กล่องเบนโตะ+ฝาOPS-ดำ 1100 ml(25x12),สินค้าซื้อมาขายไป, 681.00 , 46.00 , -   , -   , -   , 46.00 , -   , 46.00 , -   , 2.00 , 45.00 , -   , -   , -   , -   , -   , 47.00 , 1.00 , 681.00 ,," 32,007.00 "," 31,326.00 ", 681.00 ,
FG0202203,TB800-3-กล่องเบนโตะ+ฝาOPS-ดำ 1050 ml(25x10),สินค้าซื้อมาขายไป, 667.50 , 186.00 , -   , -   , -   , 186.00 , 10.00 , 196.00 , -   , -   , 74.00 , -   , -   , -   , -   , -   , 74.00 ,-122.00 ,"-81,435.00 ",," 49,395.00 "," 130,830.00 ","-81,435.00 ",
FG0202204,TB800-4-กล่องเบนโตะ+ฝาOPS-ดำ 1000 ml(25x10),สินค้าซื้อมาขายไป, 666.72 , 91.00 , -   , -   , -   , 91.00 , -   , 91.00 , -   , -   , 89.00 , -   , -   , -   , -   , -   , 89.00 ,-2.00 ,"-1,333.44 ",," 59,338.08 "," 60,671.52 ","-1,333.44 ",
FG0202205,CB850-3-กล่องเบนโตะ+ฝาซีล-ดำ 900 ml(25x12),สินค้าซื้อมาขายไป," 1,091.14 ", 64.00 , -   , -   , -   , 64.00 , 1.00 , 65.00 , -   , 66.00 , -   , -   , 1.00 , -   , -   , -   , 67.00 , 2.00 ," 2,182.28 ",," 73,106.38 "," 70,924.10 "," 2,182.28 ",
FG0202301,TRB750-2-กล่องเบนโตะ+ฝาOPS-ดำแดง 880 ml(25x20),สินค้าซื้อมาขายไป," 1,215.00 ", 35.00 , -   , -   , -   , 35.00 , -   , 35.00 , -   , -   , 34.00 , -   , 1.00 , -   , -   , -   , 35.00 , -   , -   ,," 42,525.00 "," 42,525.00 ", -   ,
FG0202303,TRB800-3-กล่องเบนโตะ+ฝาOPS-ดำแดง 1050 ml(25x10),สินค้าซื้อมาขายไป, 692.50 , 138.00 , -   , -   , -   , 138.00 , 22.00 , 160.00 , -   , 110.00 , 59.00 , -   , -   , -   , -   , -   , 169.00 , 9.00 ," 6,232.50 ",," 117,032.50 "," 110,800.00 "," 6,232.50 ",
FG0203001,NT-ST1-ถาดซูชิพิมพ์ลาย+ฝาOPS 100 ml(50x8),สินค้าซื้อมาขายไป, 680.00 , 23.00 , -   , -   , -   , 23.00 , -   , 23.00 , -   , 23.00 , -   , -   , -   , -   , -   , -   , 23.00 , -   , -   ,," 15,640.00 "," 15,640.00 ", -   ,
FG0203002,NT-ST2-ถาดซูชิพิมพ์ลาย+ฝาOPS 200 ml(50x8),สินค้าซื้อมาขายไป, 772.10 , 60.00 , -   , -   , -   , 60.00 , 5.00 , 65.00 , -   , 65.00 , -   , -   , -   , -   , -   , -   , 65.00 , -   , -   ,," 50,186.50 "," 50,186.50 ", -   ,
FG0203003,NT-ST3-ถาดซูชิพิมพ์ลาย+ฝาOPS 300 ml(50x8),สินค้าซื้อมาขายไป, 768.00 , 29.00 , -   , -   , -   , 29.00 , -   , 29.00 , -   , 29.00 , -   , -   , -   , -   , -   , -   , 29.00 , -   , -   ,," 22,272.00 "," 22,272.00 ", -   ,
FG0203004,NT-ST5-ถาดซูชิพิมพ์ลาย+ฝาOPS 500 ml(50x8),สินค้าซื้อมาขายไป," 1,060.00 ", 25.00 , -   , -   , -   , 25.00 , -   , 25.00 , -   , 25.00 , -   , -   , -   , -   , -   , -   , 25.00 , -   , -   ,," 26,500.00 "," 26,500.00 ", -   ,
FG0203201,NT-ST1B-ถาดซูชิดำ+ฝาOPS-ดำ 100 ml(50x8),สินค้าซื้อมาขายไป, 687.84 , 15.00 , -   , -   , -   , 15.00 , -   , 15.00 , -   , 15.00 , -   , -   , -   , -   , -   , -   , 15.00 , -   , -   ,," 10,317.60 "," 10,317.60 ", -   ,
FG0203202,NT-ST2B-ถาดซูชิดำ+ฝาOPS-ดำ 200 ml(50x8),สินค้าซื้อมาขายไป, 768.00 , 39.00 , -   , -   , -   , 39.00 , -   , 39.00 , -   , 46.00 , -   , -   , -   , -   , -   , -   , 46.00 , 7.00 ," 5,376.00 ",," 35,328.00 "," 29,952.00 "," 5,376.00 ",
FG0203203,NT-ST3B-ถาดซูชิดำ+ฝาOPS-ดำ 300 ml(50x8),สินค้าซื้อมาขายไป, 740.00 , 58.00 , -   , -   , -   , 58.00 , -   , 58.00 , -   , 61.00 , 50.00 , -   , -   , -   , -   , -   , 111.00 , 53.00 ," 39,220.00 ",," 82,140.00 "," 42,920.00 "," 39,220.00 ",
FG0203204,NT-ST5B-ถาดซูชิดำ+ฝาOPS-ดำ 500 ml(50x8),สินค้าซื้อมาขายไป," 1,016.40 ", 30.00 , -   , -   , -   , 30.00 , -   , 30.00 , -   , 33.00 , -   , -   , -   , -   , -   , -   , 33.00 , 3.00 ," 3,049.20 ",," 33,541.20 "," 30,492.00 "," 3,049.20 ",
FG0204101,C500P-กล่องพรีเมี่ยม+ฝา-ใส 500 ml(25x20),สินค้าซื้อมาขายไป, 977.34 , 13.00 , -   , -   , -   , 13.00 , -   , 13.00 , -   , -   , 19.00 , -   , -   , -   , -   , -   , 19.00 , 6.00 ," 5,864.04 ",," 18,569.46 "," 12,705.42 "," 5,864.04 ",
FG0204102,C650P-กล่องพรีเมี่ยม+ฝา-ใส 650 ml(25x20),สินค้าซื้อมาขายไป, 999.69 , 41.00 , -   , -   , -   , 41.00 , -   , 41.00 , -   , -   , 41.00 , -   , -   , -   , -   , -   , 41.00 , -   , -   ,," 40,987.29 "," 40,987.29 ", -   ,
FG0204103,C750P-กล่องพรีเมี่ยม+ฝา-ใส 750 ml(25x20),สินค้าซื้อมาขายไป," 1,075.00 ", 34.00 , -   , -   , -   , 34.00 , -   , 34.00 , -   , -   , 36.00 , -   , -   , -   , -   , -   , 36.00 , 2.00 ," 2,150.00 ",," 38,700.00 "," 36,550.00 "," 2,150.00 ",
FG0204104,C1000P-กล่องพรีเมี่ยม+ฝา-ใส 1000 ml(25x20),สินค้าซื้อมาขายไป," 1,115.34 ", 27.00 , -   , -   , -   , 27.00 , -   , 27.00 , -   , -   , 29.00 , -   , -   , -   , -   , -   , 29.00 , 2.00 ," 2,230.68 ",," 32,344.86 "," 30,114.18 "," 2,230.68 ",
FG0204201,CB500P-กล่องพรีเมี่ยม+ฝา-ดำ 500 ml(25x20),สินค้าซื้อมาขายไป," 1,090.00 ", 67.00 , -   , -   , -   , 67.00 , -   , 67.00 , 72.00 , -   , -   , -   , -   , -   , -   , -   , 72.00 , 5.00 ," 5,450.00 ",," 78,480.00 "," 73,030.00 "," 5,450.00 ",
FG0204202,CB650P-กล่องพรีเมี่ยม+ฝา-ดำ 650 ml(25x20),สินค้าซื้อมาขายไป," 1,090.00 ", 23.00 , -   , -   , -   , 23.00 , -   , 23.00 , 23.00 , -   , -   , -   , -   , -   , -   , -   , 23.00 , -   , -   ,," 25,070.00 "," 25,070.00 ", -   ,
FG0205101,C900-กล่องสีเหลี่ยม+ฝา-ใส 900 ml(25x8),สินค้าซื้อมาขายไป, 599.59 , 98.00 , -   , -   , -   , 98.00 , 7.00 , 105.00 , -   , 109.00 , -   , -   , -   , -   , -   , -   , 109.00 , 4.00 ," 2,398.36 ",," 65,355.31 "," 62,956.95 "," 2,398.36 ",
FG0205102,C1500-กล่องสีเหลี่ยม+ฝา-ใส 1500 ml(20x10),สินค้าซื้อมาขายไป, 763.09 , 28.00 , -   , -   , -   , 28.00 , -   , 28.00 , -   , 48.00 , -   , -   , -   , -   , -   , -   , 48.00 , 20.00 ," 15,261.80 ",," 36,628.32 "," 21,366.52 "," 15,261.80 ",
FG0205103,C502-2-กล่องสีเหลี่ยม+ฝา-ใส 500 ml(25x20),สินค้าซื้อมาขายไป," 1,115.00 ", 5.00 , -   , -   , -   , 5.00 , -   , 5.00 , -   , 5.00 , -   , -   , -   , -   , -   , -   , 5.00 , -   , -   ,," 5,575.00 "," 5,575.00 ", -   ,
FG0205104,C501-2-กล่องสีเหลี่ยม+ฝา-ใส 500 ml(25x12),สินค้าซื้อมาขายไป, 810.48 , 19.00 , -   , -   , -   , 19.00 , 1.00 , 20.00 , 11.00 , -   , -   , -   , -   , -   , -   , -   , 11.00 ,-9.00 ,"-7,294.32 ",," 8,915.28 "," 16,209.60 ","-7,294.32 ",
FG0205203,CB502-2-กล่องสีเหลี่ยม+ฝา-ดำ 500 ml(25x20),สินค้าซื้อมาขายไป," 1,150.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,
FG0205204,CB501-2-กล่องสีเหลี่ยม+ฝา-ดำ 500 ml(25x12),สินค้าซื้อมาขายไป, 831.96 , 32.00 , -   , -   , -   , 32.00 , -   , 32.00 , 32.00 , -   , -   , -   , -   , -   , -   , -   , 32.00 , -   , -   ,," 26,622.72 "," 26,622.72 ", -   ,
FG0206101,TPC500S-กล่องพีพีเข้าเวฟ+ฝา saver-ใส 500 ml(25x20),สินค้าซื้อมาขายไป, 845.00 , 138.00 , -   , -   , -   , 138.00 , -   , 138.00 , -   , 137.00 , -   , -   , -   , -   , -   , -   , 137.00 ,-1.00 ,-845.00 ,," 115,765.00 "," 116,610.00 ",-845.00 ,
FG0206102,TPC650S-กล่องพีพีเข้าเวฟ+ฝา saver-ใส 650 ml(25x20),สินค้าซื้อมาขายไป, 895.00 , 9.00 , -   , -   , -   , 9.00 , -   , 9.00 , -   , 10.00 , -   , -   , -   , -   , -   , -   , 10.00 , 1.00 , 895.00 ,," 8,950.00 "," 8,055.00 ", 895.00 ,
